id,sample1,sample2,sample3
DUSP21_nt3,2,NA,NA
DYNC1I2_nt3,1,1,NA
DYNC1LI2_nt3,14,11,14
DYNLL2_nt3,4,1,NA
DYNLRB2_nt3,7,1,3
DYNLT3_nt3,1,NA,4
DYRK1B_nt3,2,6,3
DYRK3_nt3,1,3,2
DYSF_nt3,2,3,1
E2F5_nt3,1,1,2
EAF2_nt3,4,4,10
EDDM3B_nt3,2,1,NA
EEF1A2_nt3,9,10,8
EFHD2_nt3,3,2,3
EFNB2_nt3,1,3,5
EFR3B_nt3,4,NA,1
EIF1B_nt3,1,5,NA
EIF4E1B_nt3,8,3,6
ELANE_nt3,5,5,4
ELMO2_nt3,8,8,4
ELOVL1_nt3,5,NA,3
ELOVL5_nt3,2,4,3
EML6_nt3,7,7,3
EMX2_nt3,9,7,4
ENC1_nt3,6,4,5
ENOX2_nt3,4,5,5
ENTPD7_nt3,2,4,4
EPC2_nt3,3,2,2
ERC2_nt3,4,1,5
ERLIN2_nt3,6,2,7
ERO1B_nt3,5,9,8
ESRP2_nt3,3,1,1
ESRRG_nt3,3,5,1
ETNPPL_nt3,4,3,5
ETS2_nt3,3,1,2
EVI5L_nt3,1,1,1
EXOC6B_nt3,7,5,6
EZH2_nt3,2,2,NA
F11_nt3,6,2,2
FAHD2B_nt3,9,10,7
FAM102B_nt3,4,NA,2
FAM120C_nt3,9,3,2
FAM126B_nt3,3,NA,2
FAM133B_nt3,1,5,1
FAM160B2_nt3,3,8,9
FAM168B_nt3,1,NA,NA
FAM209B_nt3,4,1,3
FAM24B_nt3,6,3,6
FAM47B_nt3,6,1,1
FAM49B_nt3,5,3,NA
FAM50B_nt3,8,11,1
FAM76B_nt3,1,6,2
FAM78B_nt3,2,2,1
FAM9C_nt3,1,4,2
FAR2_nt3,5,3,5
FARP2_nt3,5,7,10
FAT3_nt3,5,2,NA
FBP2_nt3,1,NA,1
FBXL20_nt3,3,NA,NA
FBXO17_nt3,6,1,3
FBXO25_nt3,11,5,8
FCGR1B_nt3,15,14,4
FCGR3B_nt3,7,3,16
FEM1C_nt3,9,6,3
FES_nt3,7,4,4
FEZF2_nt3,3,2,NA
FKBP9_nt3,6,3,2
FLVCR2_nt3,5,7,2
FN3KRP_nt3,9,10,9
FNDC3B_nt3,13,4,3
FOLH1_nt3,12,6,NA
FOXR2_nt3,4,3,3
FRAT2_nt3,3,5,6
FRMD5_nt3,1,NA,NA
FRYL_nt3,2,3,1
FSCN2_nt3,2,3,1
FSD1L_nt3,4,2,NA
FSTL5_nt3,3,2,3
FUCA2_nt3,4,2,NA
FURIN_nt3,3,1,1
FUT2_nt3,9,10,8
FZD6_nt3,4,3,7
G3BP2_nt3,1,8,5
GABPB2_nt3,4,5,5
GAD2_nt3,5,2,NA
GALNT1_nt3,1,NA,NA
GALNT6_nt3,13,11,7
GALR3_nt3,3,4,2
GAPDHS_nt3,2,4,1
GCA_nt3,8,11,10
GCOM1_nt3,4,5,12
GDF11_nt3,2,1,2
GFOD2_nt3,2,3,3
GFPT2_nt3,1,1,NA
GIT2_nt3,1,NA,NA
GLB1L_nt3,1,1,NA
GLB1L3_nt3,4,3,5
GLS2_nt3,3,3,1
GLUD2_nt3,2,3,3
GMFG_nt3,14,12,6
GMPR2_nt3,2,5,5
GNPDA2_nt3,2,4,NA
GOLGA7B_nt3,5,NA,8
GOLPH3L_nt3,4,3,3
GOLT1B_nt3,3,2,NA
GPAT4_nt3,3,2,8
GPC6_nt3,7,1,3
GPD1L_nt3,1,3,4
GPR21_nt3,2,1,2
GPSM2_nt3,2,1,1
GPX2_nt3,5,6,5
GREB1L_nt3,7,9,9
GREM2_nt3,1,1,1
GRHL2_nt3,5,1,4
GRIK5_nt3,4,2,NA
GRIN2B_nt3,4,1,3
GRIP2_nt3,6,6,11
GRK3_nt3,1,2,4
GRM1_nt3,1,NA,1
GSK3B_nt3,3,6,6
GSN_nt3,3,NA,1
GSPT2_nt3,10,6,9
GSTO2_nt3,3,3,5
GXYLT2_nt3,1,1,1
H2AFZ_nt3,9,10,7
HACD2_nt3,7,NA,2
HAND2_nt3,4,1,4
HARS2_nt3,6,3,2
HCRTR2_nt3,3,6,9
HEATR5B_nt3,3,NA,1
HECW2_nt3,2,4,NA
HEXB_nt3,3,3,NA
HMGCLL1_nt3,3,1,NA
HMGCS2_nt3,3,6,1
HMGN4_nt3,3,5,9
HNF4G_nt3,2,2,3
HNRNPD_nt3,11,4,4
HNRNPLL_nt3,3,1,NA
HNRNPR_nt3,3,1,1
HOOK3_nt3,8,5,1
HOXA5_nt3,8,6,1
HOXA6_nt3,6,5,4
HOXA7_nt3,9,8,12
HPR_nt3,4,3,1
HPRT1_nt3,8,4,11
HRASLS2_nt3,6,7,4
HSD17B13_nt3,8,7,8
HSD3B2_nt3,1,1,NA
HSP90AB1_nt3,4,2,NA
HTN3_nt3,4,9,11
HTR1D_nt3,4,NA,NA
ICK_nt3,4,2,NA
IDH2_nt3,4,5,1
IDI2_nt3,1,1,1
IFFO2_nt3,1,1,1
IFIT3_nt3,7,3,9
IGFL3_nt3,7,7,9
IL1RAPL2_nt3,2,5,4
IL36G_nt3,11,7,5
IMPDH2_nt3,5,2,1
INSIG2_nt3,2,2,1
INTS6L_nt3,3,5,4
IPO8_nt3,5,2,9
ISL2_nt3,4,5,5
ITGB5_nt3,11,6,7
ITIH3_nt3,3,1,2
ITLN2_nt3,3,3,7
ITSN2_nt3,3,4,1
JAG2_nt3,4,3,3
JRKL_nt3,4,2,2
KAT2B_nt3,3,3,NA
KATNAL1_nt3,3,4,6
KBTBD7_nt3,5,NA,4
KCNB2_nt3,5,4,4
KCNJ10_nt3,6,6,9
KCNJ11_nt3,4,8,4
KCNK13_nt3,7,3,2
KCNK9_nt3,3,4,2
KCNS3_nt3,2,3,3
KCNT2_nt3,8,3,1
KCTD15_nt3,3,5,7
KCTD2_nt3,3,2,3
KCTD3_nt3,5,3,2
KDELC2_nt3,1,1,3
KDM5D_nt3,1,4,10
KDM6A_nt3,6,5,4
KHDRBS3_nt3,3,3,3
KIAA1324L_nt3,1,NA,1
KIF13B_nt3,5,5,3
KIF21B_nt3,3,6,2
KIF3C_nt3,4,3,1
KIF4B_nt3,3,NA,NA
KLF7_nt3,3,NA,5
KLHL13_nt3,11,9,9
KLHL2_nt3,11,10,14
L3MBTL2_nt3,3,3,3
LANCL2_nt3,8,7,6
LARGE2_nt3,2,5,1
LARP1B_nt3,7,9,10
LCE3E_nt3,3,3,4
LDB2_nt3,4,3,4
LEFTY2_nt3,6,14,13
LGI2_nt3,5,2,3
LGR6_nt3,3,7,2
LHFPL6_nt3,1,1,6
LHX1_nt3,7,2,2
LHX2_nt3,1,2,5
LHX4_nt3,4,6,6
LHX8_nt3,7,5,3
LIN28B_nt3,3,3,2
LLGL2_nt3,7,6,5
LMAN2L_nt3,4,1,NA
LMBR1L_nt3,1,5,2
LMNB2_nt3,8,4,14
LMO3_nt3,6,3,2
LMX1B_nt3,4,2,4
LRBA_nt3,4,4,2
LRIG3_nt3,11,6,5
LRP1B_nt3,5,7,2
LRP6_nt3,2,2,NA
LRRN3_nt3,1,3,2
LRRTM4_nt3,1,1,3
LTF_nt3,1,1,1
LYZL2_nt3,5,5,1
MAB21L2_nt3,4,NA,2
MAGT1_nt3,7,3,8
MAN2A2_nt3,3,2,1
MANEAL_nt3,3,6,9
MAOB_nt3,5,3,6
MAP2K2_nt3,12,4,8
MAP3K15_nt3,4,6,5
MAP3K3_nt3,10,1,2
MAPK3_nt3,5,1,NA
MAPK8IP3_nt3,15,13,19
MAPKAPK3_nt3,4,NA,1
MAPRE3_nt3,3,NA,1
MAT2A_nt3,3,3,NA
MBOAT2_nt3,5,1,NA
MDGA2_nt3,3,7,2
MED12L_nt3,2,1,NA
MED13L_nt3,1,1,2
MEGF11_nt3,2,3,1
METTL2B_nt3,7,4,5
METTL7B_nt3,11,5,NA
MGAT4B_nt3,4,4,2
MICB_nt3,1,NA,2
MID2_nt3,9,8,15
MKNK2_nt3,3,1,4
MLLT3_nt3,5,NA,4
MMD2_nt3,5,2,2
MMEL1_nt3,17,11,14
MOAP1_nt3,6,6,4
MOGAT2_nt3,12,9,8
MPP2_nt3,6,6,4
MPP3_nt3,11,5,13
MPPED2_nt3,1,NA,1
MPST_nt3,9,9,15
MSC_nt3,3,4,6
MSI2_nt3,2,3,1
MSX2_nt3,5,4,3
MTHFD1L_nt3,1,2,1
MTHFD2L_nt3,4,2,7
MTNR1B_nt3,3,2,4
MTSS1L_nt3,10,6,11
MYO1B_nt3,7,6,7
MYO1C_nt3,8,3,9
MYO1D_nt3,5,6,4
MYO1F_nt3,6,3,3
MYO7B_nt3,2,2,6
MZT2B_nt3,3,2,6
NAA11_nt3,13,10,8
NAA16_nt3,2,3,NA
NAP1L4_nt3,4,7,NA
NAPB_nt3,1,2,2
NAT2_nt3,3,2,2
NAV3_nt3,2,NA,1
NBPF3_nt3,7,2,2
NCK2_nt3,3,2,4
NDEL1_nt3,2,2,1
NDUFA4L2_nt3,1,3,2
NECAP2_nt3,13,9,13
NELL2_nt3,3,NA,1
NETO2_nt3,1,NA,NA
NHLH2_nt3,3,3,9
NIPAL1_nt3,2,1,NA
NIPSNAP2_nt3,2,2,3
NIPSNAP3B_nt3,2,1,4
NKAPL_nt3,13,2,2
NKIRAS2_nt3,2,2,NA
NLN_nt3,3,2,3
NLRP7_nt3,1,1,3
NMT2_nt3,2,2,4
NOL4L_nt3,7,6,1
NONO_nt3,6,6,NA
NOVA2_nt3,2,2,3
NPBWR2_nt3,4,1,2
NPR2_nt3,9,11,10
NPTX2_nt3,7,4,9
NR2C2_nt3,5,4,3
NR5A2_nt3,9,6,1
NRBP2_nt3,6,8,1
NSG2_nt3,3,4,2
NT5C_nt3,2,4,NA
NT5DC3_nt3,5,3,2
NTN3_nt3,5,4,4
NTNG2_nt3,11,1,6
NUMBL_nt3,10,3,8
NXPH2_nt3,4,NA,2
NXT2_nt3,3,4,5
OBP2B_nt3,16,11,5
OCM2_nt3,2,2,1
OGDHL_nt3,8,5,5
OSBP2_nt3,6,3,5
OSBPL11_nt3,2,2,3
OSBPL8_nt3,3,1,3
OTUD7B_nt3,11,4,7
OXCT2_nt3,2,2,NA
OXSR1_nt3,3,2,1
P2RY4_nt3,3,NA,NA
P4HA2_nt3,6,NA,NA
PACS2_nt3,2,2,1
PAFAH1B3_nt3,14,13,20
PAIP2B_nt3,2,3,5
PAPSS2_nt3,4,2,6
PARVB_nt3,12,11,10
PAX7_nt3,4,1,3
PCK2_nt3,5,9,9
PCMTD2_nt3,9,4,6
PCYT1B_nt3,2,1,3
PDCL3_nt3,9,13,16
PDE6H_nt3,11,1,1
PDE7B_nt3,2,3,1
PDE8B_nt3,7,5,13
PDHA2_nt3,5,9,9
PDS5B_nt3,13,7,3
PF4V1_nt3,1,1,3
PFN2_nt3,1,NA,1
PGLYRP4_nt3,1,1,NA
PGM1_nt3,10,10,9
PGM2L1_nt3,2,5,4
PHKA2_nt3,9,7,15
PHKG2_nt3,1,5,1
PHOX2B_nt3,2,2,1
PHTF2_nt3,7,12,7
PHYHIPL_nt3,3,4,2
PI15_nt3,2,2,3
PIK3CD_nt3,5,3,2
PILRB_nt3,5,2,2
PITPNB_nt3,5,5,NA
PKM_nt3,1,NA,NA
PKNOX2_nt3,3,2,2
PLA2G2E_nt3,21,14,6
PLCB3_nt3,2,1,1
PLCL2_nt3,5,5,4
PLPP5_nt3,5,6,5
PLPPR5_nt3,1,1,1
PMM2_nt3,4,4,8
PMPCB_nt3,1,5,5
PNPLA7_nt3,3,1,2
POM121C_nt3,1,3,2
PPA2_nt3,2,4,1
PPIP5K2_nt3,7,9,NA
PPM1B_nt3,7,5,5
PPP1R14C_nt3,3,4,4
PPP2CB_nt3,1,2,1
PPP2R1B_nt3,5,1,4
PPP3R2_nt3,3,10,NA
PRELID3B_nt3,3,3,1
PREX2_nt3,8,1,NA
PRICKLE2_nt3,3,2,1
PRKAA2_nt3,5,2,4
PRKAB2_nt3,5,2,5
PRKAR1B_nt3,11,8,7
PRKAR2B_nt3,7,8,6
PRKCD_nt3,3,1,1
PRKCH_nt3,4,3,2
PRKCI_nt3,4,4,2
PRMT8_nt3,2,1,4
PROKR2_nt3,5,5,3
PRPF40B_nt3,3,4,8
PRPSAP2_nt3,2,2,NA
PRRX2_nt3,17,19,6
PRSS41_nt3,10,11,9
PSEN2_nt3,2,1,NA
PSKH2_nt3,5,2,5
PSMA8_nt3,3,1,8
PSMB10_nt3,3,NA,1
PSMB6_nt3,9,2,NA
PTGS2_nt3,4,7,4
PTPN1_nt3,1,2,NA
PTPN11_nt3,4,NA,1
PTPN4_nt3,12,4,3
PTPRE_nt3,4,3,2
PUM2_nt3,5,4,3
PURB_nt3,7,6,3
PXDNL_nt3,3,2,5
PYCR2_nt3,6,6,5
RAB26_nt3,3,1,6
RAB27B_nt3,5,4,NA
RAB33B_nt3,10,7,4
RAB39B_nt3,7,7,4
RABL2B_nt3,5,NA,7
RAD23B_nt3,6,3,NA
RALB_nt3,6,3,7
RALGPS2_nt3,4,3,6
RALYL_nt3,6,2,5
RANBP17_nt3,2,2,NA
RAPGEF6_nt3,1,NA,3
RASA3_nt3,1,2,2
RASD2_nt3,1,3,3
RASL10B_nt3,4,3,5
RBM38_nt3,9,6,11
RCAN3_nt3,5,4,7
RCBTB2_nt3,15,4,9
RDH12_nt3,2,2,2
REG1B_nt3,1,NA,2
RFX3_nt3,8,2,3
RGS19_nt3,4,7,8
RGS7_nt3,3,3,3
RHBDF2_nt3,1,3,NA
RHBDL3_nt3,6,9,7
RHD_nt3,1,1,1
RHEBL1_nt3,4,4,NA
RHOBTB2_nt3,2,2,6
RIMKLB_nt3,8,4,6
RING1_nt3,2,1,1
RIT2_nt3,4,5,1
RLN2_nt3,10,2,6
RMND5B_nt3,5,4,5
RNASE3_nt3,1,NA,1
RNF113B_nt3,3,2,NA
RNF121_nt3,6,1,1
RNF144B_nt3,7,5,4
RNF20_nt3,1,NA,2
RNF38_nt3,6,8,4
ROPN1B_nt3,1,2,NA
ROR2_nt3,1,NA,2
RPEL1_nt3,4,3,5
RPL10L_nt3,5,3,5
RPL22L1_nt3,3,2,1
RPL26L1_nt3,4,4,7
RPL3_nt3,7,5,3
RPL39L_nt3,3,3,3
RPRD1B_nt3,2,9,5
RPRML_nt3,2,2,6
RPS27L_nt3,4,6,6
RPS6KA5_nt3,1,2,6
RPS6KB2_nt3,3,7,9
RRAGB_nt3,4,NA,5
RRAGD_nt3,4,NA,1
RRM2B_nt3,1,1,NA
RTP2_nt3,2,NA,1
RUNDC3B_nt3,5,4,1
SAFB2_nt3,1,NA,2
SALL3_nt3,5,5,5
SAMD4B_nt3,1,3,NA
SAP30L_nt3,4,2,1
SAR1B_nt3,8,4,8
SATB2_nt3,5,8,8
SCAMP5_nt3,7,6,6
SCD5_nt3,7,NA,2
SCGB1C2_nt3,4,7,4
SCGB2A2_nt3,1,NA,1
SCX_nt3,10,2,2
SDCBP2_nt3,3,6,2
SDF2L1_nt3,2,5,5
SDK2_nt3,2,2,1
SDSL_nt3,2,1,2
SEC11C_nt3,9,4,4
SEC14L5_nt3,3,3,3
SEC23B_nt3,4,8,7
SEC24D_nt3,7,7,7
SEC61A2_nt3,14,6,13
SEMA3F_nt3,1,NA,2
SEMA5B_nt3,1,2,2
SEMG2_nt3,2,2,2
SEPHS2_nt3,8,1,3
SEPT3_nt3,5,1,11
SERP2_nt3,4,6,3
SFMBT2_nt3,4,NA,NA
SFRP5_nt3,10,14,11
SFT2D2_nt3,8,5,6
SFTPA2_nt3,3,2,7
SGMS2_nt3,2,1,2
SGSM2_nt3,6,1,NA
SH3BGRL2_nt3,2,NA,1
SH3GLB2_nt3,6,5,5
SHMT2_nt3,4,8,1
SHOX2_nt3,4,7,4
SIAH2_nt3,3,2,1
SIDT2_nt3,1,2,3
SIGLEC11_nt3,3,7,4
SIPA1L2_nt3,3,3,4
SIX6_nt3,2,3,3
SLC11A2_nt3,9,1,NA
SLC16A1_nt3,2,1,NA
SLC16A3_nt3,4,2,1
SLC18A2_nt3,6,5,1
SLC1A5_nt3,6,7,3
SLC20A2_nt3,11,9,3
SLC22A12_nt3,15,10,10
SLC23A2_nt3,5,4,2
SLC24A4_nt3,1,NA,1
SLC25A13_nt3,1,3,1
SLC25A14_nt3,5,4,5
SLC25A15_nt3,7,5,1
SLC25A18_nt3,1,1,5
SLC25A28_nt3,5,2,3
SLC25A36_nt3,1,7,5
SLC25A52_nt3,9,3,6
SLC27A1_nt3,3,3,4
SLC27A2_nt3,3,1,NA
SLC28A2_nt3,4,3,2
SLC2A7_nt3,5,4,5
SLC35D2_nt3,2,5,5
SLC35E2B_nt3,13,8,9
SLC37A2_nt3,8,3,3
SLC43A2_nt3,6,6,21
SLC52A2_nt3,2,3,4
SLC5A8_nt3,6,1,2
SLC6A17_nt3,12,5,6
SLC6A19_nt3,1,2,2
SLC6A3_nt3,4,3,2
SLC7A7_nt3,1,2,1
SLC9A4_nt3,6,2,5
SLC9B2_nt3,3,4,1
SLFN12L_nt3,1,3,5
SMARCA1_nt3,2,NA,2
SMARCA4_nt3,5,2,5
SMARCC2_nt3,9,2,1
SMOC2_nt3,7,7,8
SMURF2_nt3,1,1,3
SNAP25_nt3,2,4,5
SNCB_nt3,11,6,9
SNRPA_nt3,5,1,1
SNRPB_nt3,1,1,2
SNX1_nt3,6,1,NA
SNX12_nt3,7,1,3
SORCS3_nt3,9,9,10
SOS2_nt3,4,NA,NA
SOX1_nt3,15,10,25
SOX14_nt3,12,7,9
SOX6_nt3,2,7,3
SP9_nt3,2,NA,NA
SPAG11B_nt3,7,4,5
SPOCK3_nt3,2,NA,3
SPOPL_nt3,2,2,1
SPRED2_nt3,2,NA,1
SPRR1B_nt3,6,2,14
SPRR2B_nt3,4,3,5
SPRY2_nt3,6,6,7
SPTAN1_nt3,5,1,1
SPTLC3_nt3,2,3,1
SRGAP2C_nt3,3,NA,NA
SRSF9_nt3,10,13,3
SSTR4_nt3,2,2,1
ST7L_nt3,1,1,2
ST8SIA4_nt3,1,NA,NA
STAG2_nt3,1,1,1
STAM2_nt3,5,3,9
STAMBPL1_nt3,7,4,4
STAT5B_nt3,1,NA,1
STEAP1B_nt3,5,6,5
STEAP3_nt3,5,2,5
STK3_nt3,8,2,NA
STOML3_nt3,5,2,6
STX10_nt3,2,3,NA
STX12_nt3,3,1,3
STXBP2_nt3,2,1,NA
STXBP5L_nt3,1,4,1
SULF2_nt3,4,2,5
SUV39H2_nt3,1,1,NA
SYK_nt3,9,4,10
SYNGR3_nt3,13,8,8
SYP_nt3,2,1,3
SYT4_nt3,6,4,5
TACR3_nt3,5,3,1
TAF1L_nt3,4,8,8
TAF9B_nt3,5,1,6
TANC2_nt3,7,6,10
TAOK3_nt3,1,3,NA
TAS2R40_nt3,5,2,2
TBC1D22B_nt3,1,3,NA
TBC1D8B_nt3,2,2,3
TBPL2_nt3,2,4,4
TBX18_nt3,1,2,1
TBX3_nt3,2,3,3
TBX5_nt3,10,11,12
TCAF2_nt3,11,5,5
TGFB3_nt3,2,4,2
TGIF2LY_nt3,1,7,9
THRB_nt3,3,4,NA
TIAL1_nt3,7,3,1
TIMM17B_nt3,18,10,13
TIMM23B_nt3,7,4,5
TLK2_nt3,2,4,NA
TLN2_nt3,5,5,9
TLR6_nt3,5,2,5
TMED1_nt3,2,1,3
TMED3_nt3,4,NA,4
TMEM120B_nt3,7,9,8
TMEM185B_nt3,4,1,NA
TMEM30B_nt3,4,NA,4
TMEM39B_nt3,12,6,7
TMEM50B_nt3,3,2,NA
TMEM55B_nt3,1,3,NA
TMEM63B_nt3,6,4,3
TMEM9B_nt3,5,9,4
TNFAIP8L2_nt3,9,8,9
TNKS2_nt3,1,2,1
TNPO2_nt3,6,5,5
TOB2_nt3,9,8,9
TOM1L2_nt3,8,3,9
TOMM40L_nt3,1,NA,NA
TOP1MT_nt3,8,8,3
TOP2B_nt3,1,2,4
TOR1B_nt3,5,4,4
TP73_nt3,9,12,14
TPST2_nt3,2,1,3
TRA2B_nt3,4,9,13
TRABD2B_nt3,9,4,12
TRAPPC3L_nt3,2,4,3
TRAPPC6B_nt3,3,1,NA
TRIB2_nt3,7,4,3
TRIM16L_nt3,3,NA,NA
TRIM3_nt3,18,13,13
TRIM63_nt3,11,3,8
TRIM9_nt3,5,5,8
TRPC5_nt3,2,1,NA
TRPM3_nt3,2,1,2
TRPM7_nt3,3,1,1
TRPV6_nt3,4,8,1
TSPAN31_nt3,5,2,4
TSPAN4_nt3,1,2,2
TSPAN7_nt3,3,7,5
TSSK2_nt3,3,1,4
TTC21B_nt3,5,1,1
TTC30B_nt3,2,NA,3
TWF2_nt3,2,4,1
TYW1B_nt3,1,2,3
UAP1L1_nt3,3,3,1
UBALD2_nt3,3,NA,2
UBE2B_nt3,1,3,NA
UBTD2_nt3,6,7,6
UCHL3_nt3,1,NA,NA
UCK2_nt3,6,5,1
UGGT2_nt3,2,3,1
UGT3A2_nt3,4,5,11
UHRF2_nt3,1,2,3
ULK2_nt3,7,6,8
UNC119B_nt3,3,5,1
UNC45B_nt3,4,1,4
UQCRHL_nt3,1,2,2
USP12_nt3,1,3,2
USP13_nt3,3,3,2
USP15_nt3,4,5,2
USP20_nt3,1,3,4
USP32_nt3,6,2,2
USP44_nt3,4,1,1
USP9Y_nt3,3,2,6
UTP14C_nt3,3,2,2
VANGL2_nt3,8,11,4
VAPB_nt3,1,1,1
VASH2_nt3,13,18,12
VAV3_nt3,4,4,5
VPS26B_nt3,3,4,5
VPS4B_nt3,4,2,1
WASHC2C_nt3,2,3,1
WDFY2_nt3,2,NA,NA
WDR5B_nt3,4,4,NA
WFIKKN2_nt3,3,4,1
WIPI2_nt3,3,3,3
WNT10B_nt3,1,7,3
WNT2B_nt3,5,2,1
WNT3A_nt3,1,1,NA
WNT5B_nt3,7,3,4
WNT7B_nt3,3,5,NA
WNT8B_nt3,12,8,12
WNT9B_nt3,2,1,3
XCL2_nt3,1,5,NA
YBX3_nt3,9,5,6
YIPF7_nt3,1,2,2
YY2_nt3,5,4,2
ZC3H12C_nt3,3,3,6
ZCCHC12_nt3,9,9,3
ZDHHC7_nt3,2,2,8
ZFAND6_nt3,2,2,4
ZFHX4_nt3,5,4,10
ZFP69B_nt3,5,3,2
ZMIZ2_nt3,5,7,9
ZNF146_nt3,11,3,6
ZNF175_nt3,1,2,3
ZNF181_nt3,1,2,4
ZNF24_nt3,2,3,1
ZNF280B_nt3,3,2,1
ZNF300_nt3,2,1,2
ZNF324B_nt3,6,5,4
ZNF385D_nt3,2,1,NA
ZNF419_nt3,4,1,NA
ZNF423_nt3,5,7,10
ZNF503_nt3,15,8,13
ZNF552_nt3,12,10,9
ZNF562_nt3,2,2,1
ZYG11B_nt3,3,1,NA
A2M_nt4,5,NA,NA
AADAC_nt4,2,3,NA
AADACL3_nt4,8,2,7
ABCC1_nt4,7,3,9
ABCC8_nt4,10,9,11
ABCD1_nt4,2,4,NA
ABCG1_nt4,4,8,9
ABHD4_nt4,4,5,6
ABL1_nt4,2,NA,3
ABTB2_nt4,2,3,1
ACACA_nt4,3,3,1
ACO1_nt4,3,3,4
ACSL3_nt4,3,1,NA
ACTL7A_nt4,6,4,2
ACTRT1_nt4,4,4,2
ACVR1_nt4,6,6,5
ACVR2A_nt4,6,2,4
ADAMTS10_nt4,3,2,NA
ADAMTS16_nt4,1,NA,1
ADAP1_nt4,6,3,9
ADARB1_nt4,3,3,2
ADCY5_nt4,9,13,9
ADIPOR1_nt4,1,NA,NA
ADSS_nt4,3,2,1
AGPAT3_nt4,1,NA,1
AGR2_nt4,2,4,4
AK3_nt4,4,2,2
AKIRIN1_nt4,15,15,25
AKR7A2_nt4,7,5,4
ALDH1L1_nt4,3,2,NA
ALG10_nt4,3,NA,1
ALOX12_nt4,4,4,9
AMELX_nt4,2,4,4
AMMECR1_nt4,2,6,2
ANGPT1_nt4,8,10,4
ANGPTL1_nt4,1,1,3
ANKRD18A_nt4,3,6,5
ANO1_nt4,2,4,2
ANO3_nt4,4,5,5
ANXA1_nt4,4,3,4
AOC2_nt4,2,2,2
AP1B1_nt4,3,NA,1
AP1M1_nt4,3,6,NA
AP2A1_nt4,9,3,2
AP3B1_nt4,10,8,3
AP3M1_nt4,8,2,5
AP3S1_nt4,2,NA,NA
APCS_nt4,4,3,6
APH1A_nt4,10,5,4
AQP12A_nt4,7,4,4
ARAF_nt4,4,6,3
ARFGAP2_nt4,1,3,3
ARFGEF1_nt4,2,5,8
ARFIP1_nt4,1,NA,1
ARG1_nt4,7,6,15
ARHGAP10_nt4,6,2,5
ARHGAP35_nt4,4,4,7
ARHGEF3_nt4,1,1,1
ARHGEF6_nt4,5,2,7
ARID1A_nt4,13,2,3
ARL8A_nt4,3,NA,NA
ARNT_nt4,7,11,4
ARPC1A_nt4,6,3,1
ARPC5_nt4,15,8,7
ARPP19_nt4,6,2,NA
ASAP1_nt4,3,3,1
ASB14_nt4,7,1,6
ASF1A_nt4,7,3,NA
ASIC1_nt4,2,1,1
ATF2_nt4,5,2,2
ATG4A_nt4,2,3,4
ATP13A4_nt4,1,3,2
ATP2C1_nt4,4,1,NA
ATP5L_nt4,12,5,4
ATP6V0D1_nt4,11,10,6
ATP6V1B1_nt4,13,13,30
ATP6V1C1_nt4,4,3,NA
ATP6V1E1_nt4,2,3,1
ATP8A1_nt4,5,5,6
ATP8B1_nt4,8,2,5
ATP9A_nt4,4,7,6
ATRN_nt4,1,2,NA
AVIL_nt4,3,2,1
AVP_nt4,11,9,12
B4GALT2_nt4,2,NA,2
B4GALT6_nt4,1,3,3
BARHL2_nt4,2,5,2
BCAT2_nt4,4,3,2
BCL11B_nt4,1,1,2
BECN2_nt4,1,1,4
BEST4_nt4,3,3,3
BEX2_nt4,2,2,4
BICD2_nt4,2,1,4
BIRC3_nt4,4,1,3
BMP4_nt4,3,NA,2
BMP8B_nt4,5,1,NA
BOD1L2_nt4,3,1,4
BRD3_nt4,6,4,7
BRSK2_nt4,1,1,2
BRWD3_nt4,4,2,5
BTBD1_nt4,1,1,1
BTBD10_nt4,6,4,5
BTBD6_nt4,10,10,6
BTF3L4_nt4,2,3,NA
BTG2_nt4,1,2,2
BTN2A2_nt4,3,NA,3
BTNL8_nt4,1,7,12
BTRC_nt4,1,2,3
BZW2_nt4,2,2,3
C1QTNF9B_nt4,6,2,7
C2CD4B_nt4,5,1,9
CA11_nt4,6,4,9
CAB39L_nt4,4,4,5
CABP5_nt4,1,1,3
CABP7_nt4,8,3,6
CACNA2D2_nt4,9,3,3
CACNA2D4_nt4,5,4,5
CACNG7_nt4,1,2,2
CADPS2_nt4,2,NA,NA
CALB2_nt4,5,2,1
CALCRL_nt4,5,4,3
CAMK2N2_nt4,8,5,8
CAND2_nt4,6,NA,1
CAP2_nt4,4,4,3
CAPNS2_nt4,5,3,NA
CAPZA2_nt4,3,1,NA
CARHSP1_nt4,1,1,3
CASP5_nt4,4,3,3
CASQ2_nt4,8,4,1
CAV3_nt4,7,2,3
CBR3_nt4,6,7,6
CCDC74B_nt4,4,10,3
CCNYL1_nt4,7,14,18
CCT6B_nt4,4,2,NA
CD151_nt4,2,4,1
CD200R1L_nt4,1,3,1
CD209_nt4,5,5,4
CDC42BPB_nt4,1,NA,NA
CDH1_nt4,4,5,4
CDH2_nt4,1,4,1
CDK11B_nt4,6,4,11
CDK15_nt4,2,NA,1
CDK2AP2_nt4,2,NA,3
CDK6_nt4,9,10,11
CDKN2B_nt4,7,5,9
CDRT1_nt4,4,1,3
CDRT15L2_nt4,13,7,7
CDS2_nt4,3,1,NA
CEACAM4_nt4,3,4,3
CELF2_nt4,4,5,2
